Procédure,Catégorie,DateDePublication,Référence,Objet,AcheteurPublic,LieuDexécution,link,EXTRAIT_DE_PV
AOO ...,Services,22/01/2024,16/2023/DRHAG,Objet : La mise à disposition du personnel intérimaire pour les besoins des études statistiques pour le compte du Haut-Commissariat au Plan à Rabat.,Acheteur public : HAUT COMMISSARIAT AU PLAN,RABAT,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770671&orgAcronyme=g7n,
AOO ...,Services,22/01/2024,16/2023/DRHAG,Objet : La mise à disposition du personnel intérimaire pour les besoins des études statistiques pour le compte du Haut-Commissariat au Plan à Rabat.,Acheteur public : HAUT COMMISSARIAT AU PLAN,RABAT,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770669&orgAcronyme=g7n,"Royaume du Maroc ME Aus, eh) AS Lol!
1 A
HAUT-COMMISSARIAT AU PLAN
Ay pus a) gall Ay pute
Direction des Ressources Humaines ~ Tutt ashe
et des Affaires Générales OS. 7
No Looceeeeeeceee COOKHOOOEEOHOH OO BED a2 il
Résultat définitif de l’appel d’offres ouvert national 4 majoration
N° 16/2023/DRHAG
Maitre d’ouvrage : Haut-Commissariat au Plan
Objet : La mise a disposition du personnel intérimaire pour les besoins des études
statistiques pour le compte du Haut-Commissariat au Plan a Rabat.
Date et ' puts Montant de
d'achévement ;
heure Concurrent | l’offre retenue
des travaux
d’ouverture de la retenu en DH TTC
des plis a
commission
La mise a disposition du Le
verona POHT vendre 1
att janvier 22/01/2024 | NEGACH 1 949 917,82
Statistiques pour le compte A
: . 2024 a 10
du Haut-Commissariat au —
Plan a Rabat
Fait 4 Rabat, Le 22/01/2024
Signature du maitre d’ouvrage
ZF suswsgghen |
at de la Gestigy/fe Pane a
- . Signe: ali a
31-3, secteur 16, Hay Riad, 10001 Rabat Maroc B.P.: 178: je Gea — LU 10001 Goll gs 16 £5 3-31
Tel. : (+212) 037 4769 00-Fax: (+212) 037 57 69 15 » wSial — (+212) 037 57 69 00 : sie
"
AOO ...,Services,22/01/2024,53/FA/DAAFL/DIV.GF/ZS/2023,Objet : Entretien et la maintenance y compris la fourniture des pièces de rechange des ascenseurs de marque « SCHINDLER » installés au niveau des immeubles sis à la cité du 33°M.M Agadir et au siège de l’Inspection Générale ...,Acheteur public : INSPECTION GENERALE DES FORCES AUXILIAIRES - ZONE SUD,AGADIR IDA OU TANANE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770661&orgAcronyme=g3h,"ROYAUME DU MAROC
MINISTERE DE L'INTERIEUR
FORCES AUXILIAIRES
RESULTAT DEFINITIF INSPECTION GENERALE ZONE SUD
D’APPEL D’OFFRES OUVERT N°53/FA/DAAFL/DIV.G.F/ZS/2023
eMaitre d’ouvrage : Inspection Générale des Forces Auxiliaires Zone Sud.
eObjet de l’appel d’offres : Entretien et la maintenance y compris la fourniture des piéces de rechange des
ascenseurs de marque « SCHINDLER » installés au niveau des immeubles sis a la cité du 33°M.M Agadir et au siege de
lInspection Générale des Forces Auxiliaires Zone Sud a Agadir en lot unique.
Date et heure ae
Indication ; ; d’achévement Concurrent Montant de
Objet du lot d’ouverture des ;
du lot lis des travaux de retenu Voffre retenue
P la commission
Entretien et la maintenance y compris
la fourniture des piéces de rechange
des ascenseurs de marque
« SCHINDLER » installés au niveau des O5 Octobre 12 Octobre OPIS
Lot unique immeubles sis a la cité du 33°M.M 2023 2023 ASCENSEURS 268.800,00
Agadir et au_ siége de 1Inspection a 10hO0OOmn a 11h30mn SARL
Générale des Forces Auxiliaires Zone
Sud a Agadir en lot unique.
Agadir, le _\ 2 UCI 2023
Le président de la commission d’appel d’offres
me
DE -
ZS 7 a
i we
"
AOO ...,Services,22/01/2024,53/FA/DAAFL/DIV.GF/ZS/2023,Objet : Entretien et la maintenance y compris la fourniture des pièces de rechange des ascenseurs de marque « SCHINDLER » installés au niveau des immeubles sis à la cité du 33°M.M Agadir et au siège de l’Inspection Générale ...,Acheteur public : INSPECTION GENERALE DES FORCES AUXILIAIRES - ZONE SUD,AGADIR IDA OU TANANE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770660&orgAcronyme=g3h,"ROYAUME DU MAROC
MINISTERE DE LINTERIEUR
FORCES AUXILIAIRES
INSPECTION GENERALE ZONE SUD
EXTRAIT DU PROCES VERBAL D’APPEL D’OFFRES OUVERT
N°53/FA/DAAFL/DIV.GF/ZS/2023
eOBJET : Entretien et la maintenance y compris la fourniture des piéces de rechange des
ascenseurs de marque « SCHINDLER » installés au niveau des immeubles sis a la cité du
33°M.M Agadir et au siége de l’Inspection Générale des Forces Auxiliaires Zone Sud a Agadir
en lot unique.
eMaitre d’ouvrage: INSPECTION GENERALE DES FORCES AUXILIAIRES ZONE SUD.
e Date d’ouverture des plis : 05 Octobre 2023 10h00Omn.
e Lieu d’ouverture des plis : Siége de |’Inspection Générale des Forces Auxiliaires Zone
Sud Agadir.
e Journaux ayant publiés les avis de publicité :
- LE MATIN S/N° 17805 = du 24/08/2023.
- ASSAHRAA AL MAGHRIBIA S/N° 11597 du 24/08/2023.
Et sur le portail des marchés publics :
- www.marchespublics.gov.ma le 25/08/2023.
Rectifié :
- Journal Le Matin S/N° 17 813 du 04/09/2023.
- Journal Assahraa AL Maghribia S/N° 11 607 du 04/09/2023.
Et sur le portail des marchés publics :
- www.marchespublics.gov.ma le 04/09/2023.
e Liste des concurrents ayant déposé un pli:
1-Sté ATELIER MODERNE D'AUTOMATISME SARL;
2-Sté GENERAL TECH INVEST SARL AU ;
3-Sté OPIS ASCENSEURS SARL ;
e Liste des concurrents évincés a l’issue de l’?examen des dossiers administratifs
et techniques :
SIE GENERAL TECH INVEST L’attestation de référence présentée ne correspond pas
SARL AU a Vobjet du présent appel d’offres.
e Liste des concurrents admissibles sans réserve :
1-Sté ATELIER MODERNE D'AUTOMATISME SARL,
2-Sté OPIS ASCENSEURS SARL ;
e Liste des concurrents admissibles avec réserve : Néant
e Montant des actes d’engagements des concurrents :
ee des actes Montant des BPDE
Concurrents d’engagement en en Dhs TTC
Dhs TTC
Sté ATELIER MODERNE D'AUTOMATISME SARL
e Liste des concurrents écartés : aucun
e Liste des concurrents retenus :
Montant des actes
Classement Concurrents d’engagement en Dhs
TTC
| 2a Sté ATELIER MODERNE D'AUTOMATISME SARL
e Attributaire : Société «OPIS ASCENSEURS SARL».
e Justification du choix de l’attributaire : |’offre la plus avantageuse et la moins disante.
e Date d’achévement des travaux de la commission : le 12 Octobre 2023 a 11h30min.
Agadir, le 12 Octobre 2023 a 12h30min
Signé: Le Président de la commission
d’appel d’offres
a —_ in.""
i ——o
Drs _s=>
Bena Pritic
SW ye nate:
"
AOO ...,Travaux,22/01/2024,51/FA/DAAFL/DIV.GF/ZS/2023,"Objet : l’extension de la caserne du 13°GMM Laâyoune (construction des bâtiments et logements administratifs) 1ère tranche, répartie en Trois lots: *Lot n°1 : Construction des logements administratifs au profit du personnel non ...",Acheteur public : INSPECTION GENERALE DES FORCES AUXILIAIRES - ZONE SUD,LAAYOUNE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770658&orgAcronyme=g3h,"ROYAUME DU MAROC
MINISTERE DE LINTERIEUR
FORCES AUXILIAIRES
RESULTAT DEFINITIF INSPECTION GENERALE ZONE SUD
D’APPEL D’OFFRES OUVERT N°51/FA/DAAFL/DIV.G.F/ZS/2023
eMaitre d’ouvrage : Inspection Générale des Forces Auxiliaires Zone Sud.
Objet de l’appel d’offres : l’extension de la caserne du 13°GMM Laayoune (construction des batiments et logements
administratifs) 1¢¢ tranche, répartie en trois lots:
e*Lot n°l : Construction des logements administratifs au profit du personnel non Officier tous corps d’état.
e*Lot n°2 : Construction des logements administratifs au profit du personnel non Officier tous corps d’etat.
e*Lot n°3 : Construction des batiments et logements administratifs tous corps d’état
Date
Indication | . Lae et heure d’achéeévement Concurrent Montant de
| Objet d’ouverture , |
du lot ; des travaux de retenu Voffre retenue |
des plis 8
la commission
| |
teeter a ski ahaanlae SIFMAC SUD | 15395 811,73 |
Lot 1 | administratifs au profit du personnel SARL AU Dhs TTC
_ non Officier tous corps d état. :
Construction des logements 02 Octobre 27 Octobre me
Lot 2 administratifs au profit du personnel 9023 Pi eae SAMA GEC SARL | 16 690 792,50
- . . AU Dhs TTC
non Officier tous corps d’état. a 10h0OOmn a 12h0OOmn
Construction des batiments et logements
administratifs tous corps d’état. 9 854 618,10
Lot 3 AZYOSLI SARL Dhs TTC
Agadir, le 2 7 OC! 2023
Le président de la-cemmission d’appel d’offres
A WN MAR,
Ars - 2 ;
& XK, - ‘ nc
\ Nn oe ay / 9
\ A LF
8 SnD €: Le Colonel
Rachid MAKHOW
"
AOO ...,Travaux,22/01/2024,51/FA/DAAFL/DIV.GF/ZS/2023,"Objet : l’extension de la caserne du 13°GMM Laâyoune (construction des bâtiments et logements administratifs) 1ère tranche, répartie en Trois lots: *Lot n°1 : Construction des logements administratifs au profit du personnel non ...",Acheteur public : INSPECTION GENERALE DES FORCES AUXILIAIRES - ZONE SUD,LAAYOUNE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770657&orgAcronyme=g3h,
AOO ...,Services,22/01/2024,17/2023/PSSDG/CNSS,Objet : La location des générateurs de dialyse y compris la fourniture de consommable d’hémodialyse en lot unique au profit de la polyclinique CNSS Derb-Ghallef,Acheteur public : POLYCLINIQUE CNSS – DERB-GHALLEF,CASABLANCA,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770655&orgAcronyme=o4d,"EXTRAIT DU PROCES VERBAL D’APPEL D’OFFRES OUVERT N°17/2023
N° Appel d’Offres Ouvert sur offres de prix : 17/2023
Objet: La_ location des générateurs de dialyse_y compris la fourniture de
consommable d’hémodialyse pour la Polyclinique CNSS DERB-GHALLEF en lot
unique.
Maitre d’ouvrage : Polyclinique de la CNSS DERB-GHALLEF.
Date d’ouverture des plis : le 03/01/2024 Aa11h00
Lieu_d’ouverture des plis : Salle de réunion, de la Polyclinique de la CNSS DERB-
GHALLEF Rue Addamane - Casablanca.
Journaux ayant publiés l’avis de publicité : LE MATIN et ASSAHRA AL MAGHRIBIA
Site électronique de publication de l’avis : portail des marchés publics
Liste des concurrents ayant déposé un pli :
1) Sté. HEMOLAB
Liste des concurrents évincés 4a l’issue de l’examen des dossiers administratifs et
techniques : NEANT
Liste des concurrents admissibles sans réserves :
1) Sté. HEMOLAB
Liste des concurrents admissibles avec réserves : NEANT
Liste des concurrents admis sur le plan technique :
HEMOLAB —
Liste des concurrents écartés sur le plan technique par lot : NEANT
Montant des actes d’engagement des concurrents :
Sociétés Montant Minimum de l’acte d’engagements de la Location Montant Maximum de I’acte d’engagements de la
des Générateurs de dialyse Annuelle en DH/TTC Location des Générateurs de dialyse Annuelle en
DH/TTC
621 600.00
Montant Minimum de l’acte d’engagements de la fourniture Montant Maximum de l’acte d’engagements de la
HEMOLAB de consommable d’Hémodialyse en DH/TTC fourniture de consommable d’Hémodialyse en DH/TTC
Puis la commission a procédé 4 l’application de l’article 43 pour l’offre la mieux disante :
Sociétés Offre financiére (location+ Estimation (location + L’Evaluation Observation
fourniture) en dhs/TTC fourniture) de l’offre %
5 149 365.60 2922742.00| 76.18% Offre Excessive
La commission d’appels d’offres décide de juger l’appel d’offres infructueux.
Date d’achévement des travaux de la commission de l’AOO N°17/2023 : le 10 janvier 2024.
Fait a Casablanca, le 10/01/2024
EN My SrA 7 fad oes}
ro fe ahaa 8 cena — ci .
ANGNEN Cie g Service des Signé : le président de la commission
goles henatt is Lived Peiyolnique
foigors teat / OSS Derb-Ghallof
ay
"
AOO ...,Fournitures,22/01/2024,49/FA/DAAFL/DIV.GF/ZS/2023,Objet : Achat de divers outillages et matériaux de la menuiserie aluminium pour entretien et réparation des bâtiments administratifs des casernes des Forces Auxiliaires Zone Sud en lot unique ...,Acheteur public : INSPECTION GENERALE DES FORCES AUXILIAIRES - ZONE SUD,INEZGANE-AIT MELLOUL,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770652&orgAcronyme=g3h,"ROYAUME DU MAROC
MINISTERE DE LINTERIEUR
FORCES AUXILIAIRES
RESULTAT DEFINITIF INSPECTION GENERALE ZONE SUD
D’APPEL D’OFFRES OUVERT N°49/FA/DAAFL/DIV.G.F/ZS/2023
eMaitre d’ouvrage ‘Inspection Générale des Forces Auxiliaires Zone Sud.
eObjet de l’appel d’offres : Achat de divers outillages et matériaux de la menuiserie aluminium pour entretien et
réparation des batiments administratifs des casernes des Forces Auxiliaires Zone Sud en lot unique.
Date
Indication : are ob Roate d’achévement Concurrent mounaas a
Objet du lot d’ouverture l’offre
du lot , des travaux de retenu
des plis 1 a"" retenue
a commission
Achat de divers outillages et matériaux
de la menuiserie aluminium pour La Wass: | O8 Septemurs Saciere 349 891.00
Lot unique | entretien et réparation des batiments 2A @ 2023 a «RIPSALIS ive TTC
administratifs des casernes des Forces 10hO0Omin. 11h30min SARL»
Auxiliaires Zone Sud en lot unique.
Agadir, le 0 5% LUZ.
Le président de la commission
d’appel d’offres
"
AOO ...,Fournitures,22/01/2024,49/FA/DAAFL/DIV.GF/ZS/2023,Objet : Achat de divers outillages et matériaux de la menuiserie aluminium pour entretien et réparation des bâtiments administratifs des casernes des Forces Auxiliaires Zone Sud en lot unique ...,Acheteur public : INSPECTION GENERALE DES FORCES AUXILIAIRES - ZONE SUD,INEZGANE-AIT MELLOUL,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770649&orgAcronyme=g3h,"ROYAUME DU MAROC
MINISTERE DE LINTERIEUR
FORCES AUXILIAIRES
INSPECTION GENERALE ZONE SUD |
EXTRAIT DU PROCES VERBAL D’APPEL D’OFFRES OUVERT
N°49/FA/DAAFL/DIV.GF/ZS/2023
OBJET: Achat de divers outillages et matériaux de la menuiserie aluminium pour
entretien et réparation des batiments administratifs des casernes des Forces
Auxiliaires Zone Sud en lot unique.
e Maitre d’ouvrage : INSPECTION GENERALE DES FORCES AUXILIAIRES ZONE SUD.
e Date d’ouverture des plis : Le 16 Aout 2023 a 10hO0Omin.
e Lieu d’ouverture des plis : Siége de 1 Inspection Générale des Forces Auxiliaires Zone
Sud Agadir.
e Journaux ayant publiés l’avis de publicité :
- LE MATIN S/N° 17 783 = du 21/07/2023.
- ASSAHRAA ALMAGHRIBIA  S/N° 11570 du 21/07/2023.
e Site électronique de publication de l’avis :
- www.marchespublics.gov.ma le 21/07/2023.
e Liste des concurrents ayant déposé un pli:
1. Ste COMPTOIRE SALA AL JADIDA SARL (COMSA) ;
2. Ste GENERAL TECH INVEST SARL AU ;
3. Sté RIPSALIS SARL ;
4. Sté BEN-DAWD INVEST ET NEGOCE SARL AU ;
5. Ste ULTIMA TRAV SARL AU ;
6. Sté BRICO FIRST SERVICES SARL.
e Liste des concurrents évincés a l’issue de l’examen des dossiers administratifs
et techniques : Aucun.
e Liste des concurrents admissibles sans réserve :
1. Ste COMPTOIRE SALA AL JADIDA SARL (COMSA) ;
2. Ste GENERAL TECH INVEST SARL AU ;
3. Sté RIPSALIS SARL ;
4. Sté BEN-DAWD INVEST ET NEGOCE SARL AU ;
5. Sté ULTIMA TRAV SARL AU ;
6. Sté BRICO FIRST SERVICES SARL.
e Liste des concurrents admissibles avec réserve : Néant
e Montant des actes d’engagements des concurrents :
Page 1
Montant des actes Montant des
Concurrents d’engagement en BPDE en Dhs
Dhs TTC TTC
Sté COMPTOIRE SALA AL JADIDA SARL (COMSA) 390 840,00 390 840,00
Ste GENERAL TECH INVEST SARL AU 465 745,20 465 745,20
Sté RIPSALIS SARL 349 821,00 349 821,00
Sté BEN-DAWD INVEST ET NEGOCE SARL AU 407 797,20 407 797,20
Sté ULTIMA TRAV SARL AU 470 046,24 470 046,24
Sté BRICO FIRST SERVICES SARL 450 189,60 450 189,60
e Liste des concurrents écartés : aucun
e Liste des concurrents retenus :
Montant des actes
1 | Sté RIPSALIS SARL 349 821,00
| 2 Sté COMPTOIRE SALA AL JADIDA SARL (COMSA) 390 840,00
| | Sté BEN-DAWD INVEST ET NEGOCE SARL AU 407 797,20
[ 4 Sté BRICO FIRST SERVICES SARL 450 189,60
| 58 | Sté GENERAL TECH INVEST SARL AU 465 745,20
| 6 Sté ULTIMA TRAV SARL AU 470 046,24
e Attributaire : Société «RIPSALIS SARL».
e Justification du choix de l’attributaire : L’offre la plus avantageuse et la moins
disante.
e Date d’achévement des travaux de la commission : 05 Septembre 2023 a 11h30min.
Agadir, le O05 Septembre 2023 a 11h30min
Signé: Le Président de la commission
d’appel d’offres
HG
Page 2
"
AOO ...,Travaux,22/01/2024,33/2023,Objet : TRAVAUX DE RECONSTRUCTION DE LA MOSQUEE TOURAGHINE A CHEFCHAOUEN PROVINCE DE CHEFCHAOUEN LOT UNIQUE,Acheteur public : DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU NORD,CHEFCHAOUEN,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770650&orgAcronyme=o8p,"|
ROYAUME DU MAROC elites 2 5
MINISTERE DE L’EQUIPEMENT ET DE L’EAU Sy clita Aug ral} ASLeal}
| AGENCE NATIONALE DES EQUIPEMENTS PUBLICS ce os elallg jgaill Siig
DIRECTION REGIONALE Atel) ol jugaill dail gl} ALS oli
| DE TANGER TETOUAN AL HOCEIMA Ra Taga hgh Untied yp by gual
EXTRAIT DU PROCES VERBAL DE LA SEANCE DE L’APPEL D’OFFRES OUVERT NATIONAL
| N°33/2023 RELATIF AUX TRAVAUX DE RECONSTRUCTION DE LA MOSQUEE TOURAGHINE A CHEFCHAQUEN
PROVINCE DE CHEFCHAQUEN LOT UNIQUE.
| -Maitre d’ouvrage Délégué : Direction Régionale de |’Agence Nationale des Equipements Publics
de Tanger Tétouan Al Hoceima.
|
-Date d’ouverture des plis : 16/01/2024 a 11 heures
-Lieu d’ouverture des plis : Direction Régionale de I’'Agence Nationale des Equipements Publics de
Tanger Tétouan Al Hoceima, au Centre Hospitalier Universitaire de
Tanger- km 17- Route de Rabat -Tanger,
- Journaux ayant publié l’'avis de publicité :
- Journal: ASSAHRAA du 19/12/2023 (n°1 1694)
- Journal : LE MATIN du 19/12/2023 (n°17885)
-Sites électroniques de publication de l’avis :
www.marchespublics.gov.ma du : 19/12/2023
| -Listes des Concurrents ayant déposé un pli via portail des marchés publics :
- AMZA TRAVAUX; - LA PAZ SECURITE ;
| - _URBAMENA-TRAV SARL ; - BENAISSI ;
| - SCOTIM; - | SEMLOULI TRAVAUX DIVERS ;
| - DTAAS.A.R.L. | - BATIMENT KDIDER DU NORD ;
- KIKOVA; - _AMIHAS DES TRAVAUX DE CONSTRUCTION ;
| - AGEXEA ENERGIE ; - RTNEGOCE;
| - HORIZON METAL;
-Listes des Concurrents admissibles G l’issue l'examen des dossiers administratifs et techniques :
- AMZA TRAVAUX; - LA PAZ SECURITE ;
- _URBAMENA-TRAV SARL ; - BENAISSI;
- SCOTIM; - SEMLOULI TRAVAUX DIVERS ;
- DTAAS.A.R.L.; - _AMIHAS DES TRAVAUX DE CONSTRUCTION ;
- KIKOVA; - RTNEGOCE;
- HORIZON METAL;
-Listes des Concurrents écarte G I'issue l'examen des dossiers administratifs et techniques :
- AGEXEA ENERGIE ; - BATIMENT KDIDER DU NORD ;
| -Montant de Il’'acte d’engagement de concurrent admissible :
|
|
|
|
|
|
|
| -Vérification de montant de I’'acte d’engagement de soumissionnaire :
| Concurrent Montant des actes d’engagement aprés
mer ieaionney enero
|
|
|
DIAASARL? OOCOC“~*~S*~“~*S*S*~“~*~“‘~tSCSCS~S~S BGO Mag
| [Kkova;OO—O—OCCSCSCSC“‘“*é‘dSCSC“‘“‘(CSC#C‘#S‘(OA‘6B,OO 7,
* . gee ee gee s
Z Ar wt 7S
ee pe &,
Ne, F &
Cade rEWY
|
ROYAUME DU MAROC . ese ow yt
MINISTERE DE L’EQUIPEMENT ET DE L’EAU ST eR “all aa
| AGENCE NATIONALE DES EQUIPEMENTS PUBLICS Se aes plallg jagaill 5154
| DIRECTION REGIONALE ea Halal) Gil jag-aill Aiba ptt Als i
DE TANGER TETOUAN AL HOCEIMA Re Aas! ight dette! 4, opal dy yaall
BENAISSI ; 8 224 572,00
SEMLOULI TRAVAUX DIVERS ; 8 345 040,00
AMIHAS DES TRAVAUX DE CONSTRUCTION ; 7 857 156,00
RT NEGOCE 9 018 090,00
| -Listes des Concurrents admissibles 4 I’issue l’examen des offres financiére :
- AMZA TRAVAUX; - LA PAZ SECURITE;
- _URBAMENA-TRAV SARL: - BENAISSI;
- SCOTIM; -  AMIHAS DES TRAVAUX DE CONSTRUCTION ;
- DTAAS.A.R.L.: - RTNEGOCE;
- KIKOVA;
| -Listes des Concurrents écarté a l'issue I'examen des offres financiére :
- —HORIZON METAL; - | SEMLOULI TRAVAUX DIVERS ; |
Concurrent retenu :
|
URBAMENA-TRAV SARL: 7 898 806,80
| Justification du choix de l’attributaire : Offre le mieux disant.
-Date d’achévement des Travaux de la Commission : le 19/01/2024
| Fait 4 Tanger le 22/01/2024
|
| u Mar.
Q 3 ao. ‘
| < oot *
| > ed? \ SZ
NN ge we ew oN w
Of © xpok > xa” ‘®
| w\*« er xan . So
| ¥ ee aoe OD
| BW Wa / ES
% &
S¥o;,. we
© de sEv
|
|
|
|
|
|
|
OO
"
